Age,Gender,Degree,Branch,CGPA,Internships,Projects,Coding_Skills,Communication_Skills,Aptitude_Test_Score,Soft_Skills_Rating,Certifications,Backlogs,Career
18,Female,BCA,CSE,7.22,3,5,8,5,78,6,2,0,Backend Developer
19,Male,B.Sc,ECE,7.61,1,5,9,6,87,5,3,0,Backend Developer
24,Female,BCA,ECE,7.7,0,3,4,3,58,7,1,1,Backend Developer
23,Female,B.Tech,CSE,7.9,1,5,8,7,71,7,2,0,Full Stack Developer
18,Male,B.Sc,ECE,7.13,0,3,4,8,70,5,1,2,Backend Developer
19,Female,MCA,Civil,7.79,0,4,5,4,81,6,2,0,Full Stack Developer
20,Male,MCA,ME,5.55,0,2,3,7,45,6,1,1,Full Stack Developer
20,Female,BCA,ME,5.99,0,3,4,7,55,6,1,2,Full Stack Developer
22,Male,B.Tech,IT,5.51,1,3,6,7,54,7,2,2,Frontend Developer
19,Male,B.Tech,IT,7.11,0,4,6,4,64,7,2,1,Software Engineer
18,Male,B.Tech,Civil,5.95,0,2,2,5,51,7,1,1,Data Analyst
22,Female,MCA,CSE,6.87,1,4,7,6,77,6,2,0,Backend Developer
20,Female,BCA,Civil,6.21,0,4,7,5,59,6,2,1,Full Stack Developer
20,Male,B.Sc,Civil,7.03,0,3,3,6,73,5,1,1,Data Analyst
22,Female,BCA,ECE,7.17,1,4,5,6,81,7,2,0,Backend Developer
22,Male,BCA,Civil,8.09,0,4,6,6,70,4,2,0,Software Engineer
23,Male,B.Tech,CSE,6.8,2,4,7,4,73,7,2,0,Software Engineer
24,Female,BCA,ECE,7.59,0,3,3,8,62,5,1,2,Backend Developer
21,Female,BCA,Civil,6.59,0,3,3,4,63,8,1,0,Full Stack Developer
18,Male,B.Sc,IT,7.03,0,4,5,8,69,7,2,0,Software Engineer
21,Female,B.Tech,CSE,6.4,0,4,6,5,57,8,2,2,Software Engineer
18,Male,B.Sc,ME,6.07,0,3,3,3,41,7,1,2,Data Analyst
24,Female,B.Sc,ECE,8.11,1,5,7,4,71,2,2,0,Software Engineer
18,Female,B.Tech,IT,7.62,3,5,8,5,71,7,2,0,Backend Developer
18,Female,BCA,Civil,6.61,0,3,5,8,57,5,1,1,Full Stack Developer
24,Female,B.Sc,IT,7.21,1,4,7,4,68,6,2,2,Software Engineer
21,Female,B.Sc,Civil,7.23,1,5,8,6,61,4,2,0,Software Engineer
18,Male,BCA,ME,7.28,0,3,4,6,86,6,2,1,Full Stack Developer
19,Male,B.Sc,IT,6.75,1,4,7,6,48,4,2,0,Backend Developer
22,Male,B.Sc,ECE,8.14,3,5,7,6,69,4,2,1,Backend Developer
21,Male,MCA,IT,7.94,1,4,6,5,78,5,2,0,Software Engineer
20,Male,B.Sc,Civil,7.13,0,4,5,6,62,6,2,0,Data Analyst
23,Male,BCA,CSE,6.18,0,3,5,7,76,5,2,2,Software Engineer
24,Female,B.Tech,IT,6.54,0,4,7,6,59,7,2,0,Backend Developer
21,Male,B.Tech,Civil,6.51,0,3,4,5,74,5,1,0,Data Analyst
19,Female,BCA,ME,6.02,1,3,5,5,35,6,1,3,Full Stack Developer
24,Female,BCA,IT,6.51,0,3,5,6,60,6,2,0,Software Engineer
24,Female,B.Sc,ME,7.97,2,5,8,4,78,6,2,1,Software Engineer
21,Female,BCA,IT,6.61,2,4,7,8,73,5,2,0,Backend Developer
23,Female,BCA,ECE,8.57,0,4,6,3,75,5,2,0,Software Engineer
21,Female,B.Tech,CSE,7.9,2,5,8,5,95,4,3,0,Backend Developer
19,Male,BCA,IT,6.52,0,5,9,6,67,5,3,0,Backend Developer
19,Female,BCA,Civil,6.36,0,3,4,8,57,5,1,1,Full Stack Developer
20,Female,B.Sc,IT,6.13,0,3,4,5,61,4,1,3,Software Engineer
18,Male,MCA,IT,6.48,1,4,6,5,57,5,2,2,Software Engineer
24,Female,BCA,Civil,6.21,1,3,3,8,62,6,1,2,Full Stack Developer
20,Male,BCA,IT,9.08,2,5,7,8,89,3,2,0,Backend Developer
22,Male,B.Sc,ECE,7.0,1,5,9,5,69,5,3,2,Backend Developer
18,Male,BCA,Civil,7.21,2,4,7,6,93,5,2,1,Software Engineer
23,Female,B.Sc,Civil,6.14,0,3,4,3,69,7,1,1,Data Analyst
21,Male,BCA,IT,7.66,0,4,5,4,77,5,2,0,Software Engineer
24,Female,BCA,ECE,6.46,1,3,5,4,64,5,2,2,Backend Developer
20,Female,MCA,ECE,7.23,1,4,7,5,83,6,2,1,Backend Developer
24,Male,B.Sc,Civil,7.93,2,4,6,5,93,4,2,2,Software Engineer
21,Male,B.Tech,ECE,8.01,2,5,8,5,76,5,2,0,Machine Learning Engineer
23,Male,MCA,Civil,8.31,0,4,4,5,76,6,1,0,Full Stack Developer
18,Female,BCA,ME,8.58,2,5,8,6,89,8,3,0,Software Engineer
19,Male,MCA,IT,6.09,1,4,7,4,65,5,2,1,Software Engineer
23,Male,MCA,ME,6.73,0,3,4,6,67,6,1,1,Full Stack Developer
18,Female,B.Sc,ECE,5.53,0,3,5,5,66,8,2,2,Backend Developer
22,Male,BCA,IT,6.92,0,4,7,8,43,3,2,0,Backend Developer
23,Male,BCA,ECE,7.21,1,4,6,3,82,5,2,2,Software Engineer
21,Female,B.Sc,Civil,6.96,1,3,4,3,63,4,1,0,Data Analyst
18,Female,B.Sc,CSE,7.47,3,5,9,5,55,4,2,0,Backend Developer
22,Male,B.Sc,CSE,6.11,0,4,6,5,59,6,2,1,Software Engineer
19,Female,B.Tech,CSE,7.05,2,4,7,4,61,8,2,0,Software Engineer
19,Female,MCA,CSE,7.08,1,4,7,7,70,7,2,0,Backend Developer
24,Female,B.Tech,ECE,7.87,1,4,7,5,63,5,2,0,Backend Developer
19,Male,BCA,IT,7.26,1,4,6,4,73,6,2,1,Software Engineer
19,Female,B.Tech,IT,7.8,1,5,8,6,75,5,2,1,Backend Developer
21,Female,BCA,Civil,7.01,0,3,3,3,73,6,1,0,Full Stack Developer
18,Male,B.Tech,IT,8.07,2,5,8,5,87,5,3,0,Machine Learning Engineer
24,Male,B.Sc,ECE,8.8,3,5,7,7,80,5,2,0,Backend Developer
23,Male,BCA,ME,7.05,0,3,4,3,77,5,1,0,Full Stack Developer
18,Male,B.Sc,CSE,6.9,1,4,6,4,70,6,2,1,Software Engineer
23,Female,B.Tech,ECE,5.62,1,3,5,4,63,6,2,2,Backend Developer
19,Female,B.Tech,ECE,5.57,0,3,5,7,55,7,1,2,Backend Developer
23,Female,BCA,Civil,7.25,1,4,7,7,88,4,2,1,Frontend Developer
19,Male,BCA,ECE,6.05,0,3,4,5,63,6,1,1,Backend Developer
22,Female,B.Sc,IT,6.55,0,3,4,5,51,7,1,2,Software Engineer
21,Female,MCA,ECE,7.44,1,4,7,4,78,5,2,0,Software Engineer
22,Male,B.Tech,CSE,6.39,0,4,6,3,68,7,2,2,Software Engineer
18,Female,BCA,ME,7.35,1,4,7,4,76,7,2,0,Software Engineer
19,Female,B.Sc,Civil,8.15,0,4,4,3,67,6,1,0,Data Analyst
22,Male,B.Sc,Civil,6.96,1,4,6,7,73,5,2,2,Frontend Developer
24,Female,MCA,CSE,8.66,1,5,7,8,81,5,2,0,Backend Developer
18,Female,MCA,Civil,5.67,1,3,5,5,72,3,2,1,Full Stack Developer
18,Female,B.Sc,ME,7.25,2,4,7,8,68,5,2,1,Frontend Developer
19,Male,MCA,IT,6.18,1,3,5,6,51,7,1,2,Software Engineer
20,Male,B.Sc,ECE,7.01,0,3,4,3,80,6,2,1,Backend Developer
24,Male,B.Sc,IT,5.49,1,2,3,6,44,5,1,1,Software Engineer
18,Female,B.Sc,ME,8.45,1,5,8,7,75,5,2,0,Frontend Developer
22,Male,MCA,ME,7.46,0,3,4,4,72,6,1,1,Full Stack Developer
23,Female,BCA,Civil,7.86,1,4,6,7,89,7,2,0,Frontend Developer
24,Female,BCA,ME,5.3,0,2,3,5,50,6,1,1,Full Stack Developer
20,Female,B.Sc,CSE,6.9,2,4,7,4,90,6,2,1,Software Engineer
22,Male,B.Tech,CSE,6.6,1,3,5,5,83,7,2,0,Software Engineer
18,Female,BCA,Civil,6.07,0,2,2,5,55,5,1,2,Full Stack Developer
18,Male,B.Tech,ME,7.56,0,3,2,4,63,6,1,1,Data Analyst
19,Female,B.Sc,CSE,4.5,0,3,7,2,43,5,2,3,Software Engineer
23,Female,B.Sc,IT,7.06,2,4,6,8,68,6,2,0,Frontend Developer
21,Female,BCA,ECE,6.01,0,3,3,5,63,6,1,2,Backend Developer
19,Female,B.Sc,Civil,8.01,0,4,4,8,100,5,2,0,Data Analyst
24,Male,B.Tech,Civil,7.76,0,4,5,7,83,5,2,0,Data Analyst
20,Female,B.Sc,ME,8.41,1,4,5,4,74,3,2,0,Data Analyst
20,Female,B.Sc,ECE,7.96,2,4,6,4,80,7,2,0,Software Engineer
20,Male,MCA,CSE,6.34,0,4,8,6,69,6,2,2,Backend Developer
18,Female,B.Tech,ME,6.65,1,4,6,3,75,5,2,1,Software Engineer
18,Male,BCA,IT,7.13,0,3,4,7,73,4,1,0,Software Engineer
18,Female,MCA,IT,7.18,1,4,7,6,68,7,2,1,Backend Developer
20,Male,B.Tech,CSE,8.05,0,4,5,8,84,3,2,0,Data Analyst
19,Male,MCA,IT,5.48,0,2,3,5,43,8,1,1,Software Engineer
19,Male,BCA,ECE,6.5,0,3,5,7,67,6,2,0,Backend Developer
23,Male,B.Tech,ME,8.65,1,5,8,5,100,6,3,0,Software Engineer
23,Male,B.Tech,ME,7.61,0,4,6,8,63,5,2,1,Software Engineer
19,Male,B.Sc,CSE,7.15,1,4,7,5,54,7,2,0,Backend Developer
18,Male,BCA,ME,7.04,2,4,7,6,52,7,2,1,Software Engineer
18,Male,MCA,CSE,7.03,2,4,7,4,71,5,2,0,Software Engineer
20,Male,B.Sc,Civil,6.36,0,2,1,8,58,6,0,1,Data Analyst
24,Male,B.Sc,ME,7.16,2,4,7,6,74,5,2,0,Software Engineer
20,Male,MCA,IT,6.04,0,3,4,6,59,6,1,3,Software Engineer
19,Male,MCA,ME,6.35,0,4,7,5,80,5,2,2,Full Stack Developer
20,Male,B.Tech,Civil,7.3,0,4,6,7,62,6,2,0,Software Engineer
20,Female,BCA,ME,7.85,2,4,5,3,75,6,2,1,Full Stack Developer
20,Female,MCA,CSE,5.84,1,4,7,7,50,3,2,1,Backend Developer
23,Male,B.Sc,ECE,6.58,1,4,6,6,51,5,2,0,Software Engineer
20,Male,MCA,ME,7.12,2,5,8,7,68,6,2,0,Frontend Developer
24,Male,BCA,IT,7.38,1,5,8,4,75,5,2,0,Software Engineer
23,Female,MCA,ME,8.14,1,5,7,5,67,4,2,0,Software Engineer
22,Male,MCA,IT,5.21,0,3,5,7,57,7,1,1,Software Engineer
18,Female,B.Sc,ECE,7.25,2,4,7,3,90,5,2,0,Software Engineer
21,Female,MCA,ECE,6.5,0,4,6,3,54,4,2,1,Software Engineer
24,Male,B.Sc,Civil,5.9,1,3,5,5,69,5,2,1,Data Analyst
21,Female,B.Tech,Civil,7.01,0,4,5,7,81,7,2,2,Data Analyst
18,Male,MCA,IT,6.59,1,4,6,5,58,7,2,2,Software Engineer
23,Male,B.Tech,Civil,7.05,0,4,6,5,66,5,2,0,Software Engineer
20,Female,B.Sc,ME,5.86,0,3,5,7,62,7,2,1,Data Analyst
20,Male,B.Tech,CSE,5.55,0,4,7,5,36,8,2,1,Backend Developer
19,Male,B.Tech,ME,5.09,1,3,5,5,42,5,1,3,Data Analyst
24,Male,BCA,ME,7.61,1,5,8,8,85,4,3,0,Frontend Developer
21,Male,MCA,ME,7.23,1,3,4,6,88,5,2,0,Full Stack Developer
23,Male,B.Sc,ECE,7.75,0,4,5,4,98,6,2,0,Backend Developer
21,Female,MCA,Civil,7.39,2,4,6,3,85,6,2,0,Software Engineer
22,Female,B.Tech,ECE,6.74,1,4,6,5,55,5,2,0,Software Engineer
23,Female,BCA,CSE,7.11,1,4,7,7,50,5,2,0,Backend Developer
19,Male,B.Sc,ME,7.65,1,3,4,6,73,5,1,1,Data Analyst
24,Female,B.Sc,ECE,7.02,2,4,6,6,54,6,2,1,Software Engineer
24,Female,MCA,Civil,6.55,0,4,6,7,70,5,2,0,Software Engineer
23,Female,BCA,CSE,5.27,0,2,3,4,39,6,1,1,Software Engineer
22,Female,MCA,CSE,7.06,0,4,5,3,76,8,2,0,Software Engineer
21,Female,BCA,ME,6.6,0,3,4,4,80,5,2,0,Full Stack Developer
20,Female,B.Tech,Civil,7.98,1,4,6,4,90,5,2,1,Software Engineer
24,Female,B.Sc,Civil,7.94,1,4,7,6,76,6,2,0,Software Engineer
21,Male,B.Sc,ECE,7.74,1,4,6,5,66,6,2,1,Software Engineer
19,Male,MCA,CSE,7.23,1,5,8,6,84,6,3,0,Backend Developer
19,Male,MCA,Civil,5.23,1,3,5,4,65,4,2,2,Full Stack Developer
23,Female,BCA,ME,5.57,0,3,4,3,36,5,1,2,Full Stack Developer
23,Male,B.Sc,IT,6.38,0,3,3,4,65,4,1,1,Software Engineer
19,Female,BCA,IT,6.85,1,4,6,8,73,3,2,1,Frontend Developer
21,Male,B.Tech,ECE,7.34,2,4,7,7,86,5,2,0,Backend Developer
21,Male,B.Sc,IT,5.9,0,3,4,6,53,4,1,1,Software Engineer
19,Male,BCA,ME,7.37,2,5,8,7,82,5,3,2,Frontend Developer
24,Female,MCA,IT,6.72,0,5,9,4,57,6,2,1,Software Engineer
18,Male,MCA,IT,6.13,0,4,6,10,59,5,2,3,Software Engineer
20,Male,B.Sc,ECE,8.15,1,4,6,5,93,6,2,0,Software Engineer
18,Male,MCA,ECE,8.5,3,5,8,6,89,7,3,0,Machine Learning Engineer
24,Female,B.Sc,IT,6.31,0,4,7,7,64,8,2,2,Backend Developer
22,Male,B.Tech,ME,6.5,1,3,4,4,62,5,1,0,Data Analyst
21,Male,B.Sc,IT,7.55,2,5,8,6,69,6,2,0,Backend Developer
22,Male,B.Sc,CSE,7.5,0,4,6,6,78,7,2,2,Software Engineer
18,Female,MCA,Civil,7.27,1,4,7,2,73,8,2,1,Software Engineer
21,Male,MCA,ECE,6.82,0,2,1,4,73,6,1,1,Backend Developer
23,Male,MCA,ECE,6.85,0,3,3,8,61,7,1,1,Backend Developer
23,Female,MCA,CSE,7.98,1,5,10,5,74,3,3,1,Backend Developer
22,Male,B.Tech,Civil,5.13,0,2,3,4,47,5,1,3,Data Analyst
23,Male,BCA,Civil,7.54,0,3,3,6,75,4,1,0,Full Stack Developer
22,Male,B.Sc,Civil,8.19,0,4,4,7,81,7,2,0,Data Analyst
21,Female,MCA,CSE,6.2,1,3,5,5,69,5,2,1,Software Engineer
20,Male,B.Sc,Civil,6.7,0,3,4,7,78,5,1,0,Data Analyst
21,Male,B.Tech,ECE,6.65,1,3,5,7,63,6,2,1,Frontend Developer
21,Male,BCA,IT,8.17,1,5,8,4,66,5,2,0,Machine Learning Engineer
18,Male,B.Tech,IT,7.24,0,4,5,3,78,7,2,1,Software Engineer
18,Male,BCA,Civil,7.88,0,3,4,6,75,5,1,0,Full Stack Developer
24,Male,B.Sc,ECE,7.46,1,4,7,7,75,5,2,0,Backend Developer
21,Male,B.Tech,ME,5.67,1,3,4,8,57,6,1,1,Data Analyst
23,Male,BCA,IT,5.97,1,3,6,5,42,4,2,3,Software Engineer
18,Male,MCA,ECE,5.95,0,3,4,2,54,4,1,2,Backend Developer
22,Male,B.Tech,ECE,6.52,0,3,5,5,56,5,1,2,Backend Developer
20,Male,B.Tech,CSE,5.69,0,3,5,8,66,9,2,2,Software Engineer
18,Female,B.Sc,Civil,7.16,3,4,7,8,69,9,2,0,Frontend Developer
18,Female,BCA,IT,7.65,2,4,7,5,70,7,2,0,Backend Developer
21,Female,B.Tech,ECE,8.08,2,5,7,4,81,8,2,0,Software Engineer
21,Female,B.Sc,Civil,6.6,0,3,5,6,61,5,2,1,Data Analyst
23,Female,B.Sc,IT,6.88,0,4,8,7,65,5,2,0,Full Stack Developer
21,Male,BCA,IT,8.55,0,4,6,4,100,4,2,0,Software Engineer
19,Male,BCA,ME,5.42,0,2,1,7,56,5,0,2,Full Stack Developer
21,Male,B.Tech,ECE,7.71,1,4,6,2,77,6,2,1,Software Engineer
19,Male,B.Sc,IT,7.69,1,5,8,6,77,6,2,1,Backend Developer
19,Female,B.Sc,CSE,8.98,1,5,8,5,91,6,3,0,Backend Developer
18,Male,BCA,ECE,7.66,1,4,6,4,69,5,2,0,Software Engineer
22,Female,BCA,IT,5.22,0,3,5,4,47,5,1,1,Software Engineer
19,Male,BCA,ECE,7.98,2,5,8,3,90,5,3,0,Software Engineer
24,Female,B.Tech,ME,8.63,0,4,6,4,93,3,2,0,Software Engineer
20,Male,B.Sc,Civil,7.52,0,3,3,7,87,6,1,2,Data Analyst
19,Female,MCA,ME,8.42,3,5,7,8,71,6,2,0,Frontend Developer
24,Female,B.Tech,IT,7.38,0,4,6,8,85,7,2,0,Data Analyst
22,Female,B.Tech,Civil,5.37,1,3,4,5,39,7,1,1,Data Analyst
20,Male,B.Tech,ME,6.53,0,3,4,5,59,7,1,0,Data Analyst
22,Female,MCA,IT,5.98,0,4,7,7,62,7,2,1,Backend Developer
20,Male,MCA,CSE,7.14,2,4,5,5,59,5,1,1,Software Engineer
22,Male,MCA,Civil,7.08,1,4,5,6,77,5,2,0,Full Stack Developer
20,Male,MCA,Civil,7.47,0,4,5,3,82,5,2,0,Full Stack Developer
19,Male,MCA,ECE,8.59,3,5,7,5,97,6,2,0,Backend Developer
21,Female,B.Tech,ECE,7.72,0,4,5,6,80,7,2,1,Backend Developer
20,Female,MCA,CSE,6.34,1,5,9,7,67,7,3,2,Full Stack Developer
20,Female,MCA,CSE,8.42,1,5,9,7,86,5,3,0,Machine Learning Engineer
22,Male,BCA,ME,7.08,0,4,5,6,69,6,2,2,Full Stack Developer
23,Male,MCA,ME,7.32,0,4,5,6,86,6,2,0,Full Stack Developer
22,Male,B.Tech,CSE,5.86,1,3,6,6,67,6,2,1,Software Engineer
18,Male,B.Sc,CSE,5.98,0,4,7,5,58,6,2,2,Backend Developer
21,Male,B.Sc,CSE,6.18,0,4,6,5,72,6,2,2,Software Engineer
18,Male,BCA,ME,4.95,1,2,3,4,35,5,1,1,Full Stack Developer
18,Female,BCA,IT,6.9,1,4,7,5,79,6,2,0,Backend Developer
18,Male,B.Tech,IT,7.76,2,4,7,7,86,5,2,1,Backend Developer
18,Male,BCA,ME,6.89,0,2,2,5,69,6,1,0,Full Stack Developer
21,Female,B.Sc,ME,7.29,1,4,7,5,72,7,2,0,Software Engineer
21,Female,B.Sc,ME,6.7,0,4,6,8,63,6,2,1,Software Engineer
20,Male,B.Sc,IT,5.45,0,3,4,4,59,4,1,3,Software Engineer
21,Female,B.Tech,IT,7.37,2,4,6,7,67,6,2,0,Frontend Developer
23,Male,BCA,Civil,6.09,2,3,5,6,54,5,1,3,Full Stack Developer
19,Male,B.Tech,CSE,6.59,1,4,6,5,63,3,2,2,Software Engineer
18,Female,B.Sc,CSE,6.4,0,4,6,7,56,6,2,1,Software Engineer
19,Female,MCA,Civil,6.82,0,2,2,6,74,5,1,0,Full Stack Developer
21,Male,B.Tech,ECE,8.64,0,4,6,7,100,6,2,0,Data Analyst
23,Female,MCA,CSE,5.04,2,3,6,7,45,6,2,2,Frontend Developer
20,Male,B.Sc,ECE,7.83,0,4,6,7,92,7,2,1,Data Analyst
18,Male,MCA,CSE,5.81,0,2,3,8,73,7,1,2,Software Engineer
24,Female,MCA,ME,5.54,0,2,3,1,36,6,1,2,Full Stack Developer
20,Male,BCA,CSE,5.0,0,3,6,5,63,6,2,2,Software Engineer
23,Male,MCA,ECE,7.08,3,5,8,5,83,7,3,0,Backend Developer
20,Male,B.Tech,Civil,5.65,0,2,1,3,65,8,1,3,Data Analyst
22,Female,B.Sc,IT,7.2,1,4,7,4,99,5,2,0,Software Engineer
23,Female,B.Tech,CSE,6.44,0,4,7,6,77,6,2,1,Backend Developer
24,Female,MCA,Civil,8.14,1,5,8,5,84,4,3,0,Software Engineer
22,Male,MCA,IT,7.06,1,5,8,4,78,6,2,1,Software Engineer
19,Female,B.Tech,Civil,8.26,1,4,5,3,89,6,2,0,Data Analyst
22,Female,B.Sc,CSE,7.5,2,4,7,6,70,5,2,0,Backend Developer
19,Male,MCA,ECE,8.34,1,3,3,4,80,6,1,0,Backend Developer
22,Female,BCA,IT,7.68,3,5,8,4,76,3,2,0,Software Engineer
20,Female,BCA,CSE,7.17,2,4,7,4,62,5,2,2,Software Engineer
23,Male,B.Sc,CSE,6.96,1,4,8,4,85,3,3,1,Software Engineer
23,Male,B.Tech,IT,7.06,1,4,7,7,65,8,2,0,Backend Developer
18,Female,BCA,IT,6.66,2,4,6,5,74,4,2,0,Software Engineer
21,Female,MCA,ME,5.27,0,3,6,3,42,3,2,2,Full Stack Developer
21,Female,B.Tech,ME,5.57,0,3,5,3,65,6,2,1,Data Analyst
19,Female,B.Sc,ECE,5.6,0,3,4,4,64,4,1,2,Backend Developer
20,Female,MCA,CSE,7.22,2,4,5,8,79,7,2,1,Frontend Developer
21,Male,MCA,IT,6.91,0,4,6,5,67,5,2,0,Software Engineer
24,Female,B.Tech,ECE,5.02,0,2,3,3,41,6,1,2,Backend Developer
21,Female,BCA,Civil,8.04,0,4,4,6,82,3,2,1,Full Stack Developer
19,Male,B.Tech,Civil,7.66,0,3,4,6,72,5,1,0,Data Analyst
18,Female,B.Tech,ECE,6.22,0,2,2,3,42,5,1,1,Backend Developer
19,Male,B.Sc,CSE,7.94,2,4,7,5,70,6,2,0,Backend Developer
24,Female,B.Tech,Civil,5.71,0,3,4,6,60,6,1,1,Data Analyst
23,Male,B.Sc,CSE,6.75,0,4,6,5,78,6,2,0,Software Engineer
18,Male,B.Sc,Civil,8.91,0,3,3,6,91,4,1,0,Data Analyst
22,Male,B.Tech,IT,7.2,1,4,5,8,64,5,2,2,Frontend Developer
22,Male,B.Sc,IT,6.44,2,4,6,7,65,5,2,1,Frontend Developer
24,Female,MCA,IT,6.69,0,4,7,9,67,6,2,0,Backend Developer
19,Male,BCA,IT,6.32,0,4,6,7,44,6,2,1,Software Engineer
23,Female,B.Sc,ME,5.82,0,2,3,5,54,6,1,1,Data Analyst
19,Male,MCA,CSE,7.26,1,4,5,6,91,4,2,0,Software Engineer
18,Male,BCA,ECE,6.85,1,4,7,5,63,6,2,0,Backend Developer
20,Male,MCA,Civil,5.49,1,3,5,8,47,5,1,1,Frontend Developer
20,Male,B.Sc,ECE,6.67,0,4,7,5,75,7,2,0,Backend Developer
24,Male,BCA,IT,7.82,0,3,3,4,66,5,1,0,Software Engineer
24,Female,BCA,Civil,6.82,0,3,4,4,84,4,2,0,Full Stack Developer
23,Male,B.Sc,ME,8.73,3,5,9,5,73,5,3,0,Software Engineer
23,Male,MCA,Civil,6.97,0,3,3,4,67,5,1,0,Full Stack Developer
19,Male,MCA,ECE,6.97,0,2,2,5,73,5,1,0,Backend Developer
21,Male,BCA,Civil,5.77,0,2,2,7,70,6,1,3,Full Stack Developer
22,Female,B.Sc,IT,6.81,0,4,6,7,60,4,2,2,Software Engineer
18,Female,MCA,CSE,6.47,1,4,6,6,54,6,2,2,Software Engineer
23,Male,B.Sc,ME,6.71,1,3,3,6,67,5,1,0,Data Analyst
19,Male,B.Sc,ECE,7.6,1,4,5,6,83,6,2,0,Backend Developer
24,Female,BCA,ECE,5.69,0,2,2,5,63,6,1,1,Backend Developer
19,Female,MCA,ME,8.46,3,5,8,5,75,5,2,0,Software Engineer
20,Female,B.Sc,CSE,6.2,1,4,6,4,68,6,2,1,Software Engineer
18,Male,B.Tech,Civil,4.5,0,2,3,5,36,7,1,2,Data Analyst
24,Female,B.Sc,ME,7.53,1,4,7,8,54,8,2,0,Frontend Developer
18,Female,B.Sc,CSE,7.26,1,5,8,6,73,6,2,0,Backend Developer
22,Female,BCA,Civil,8.3,1,5,8,5,86,4,3,1,Software Engineer
19,Male,MCA,ECE,7.03,0,4,5,8,84,5,2,0,Data Analyst
23,Male,BCA,ECE,8.03,0,3,3,5,77,4,1,0,Backend Developer
22,Female,MCA,IT,7.88,1,4,6,5,90,4,2,0,Software Engineer
24,Female,BCA,IT,5.33,1,3,6,6,70,7,2,1,Software Engineer
23,Male,B.Sc,IT,6.48,1,4,8,5,60,5,2,2,Backend Developer
24,Male,B.Tech,ECE,6.36,1,4,6,5,65,7,2,1,Backend Developer
22,Female,BCA,CSE,7.73,1,4,7,5,75,6,2,0,Backend Developer
23,Male,MCA,Civil,6.38,1,3,3,5,63,6,1,3,Full Stack Developer
21,Female,B.Tech,ME,7.86,1,5,8,3,84,4,3,0,Software Engineer
18,Female,MCA,IT,8.49,3,6,10,4,100,5,3,0,Machine Learning Engineer
19,Female,B.Tech,Civil,6.52,0,3,4,6,61,4,1,2,Data Analyst
19,Female,B.Sc,Civil,7.39,0,4,6,7,79,3,2,1,Data Analyst
22,Female,B.Sc,ME,6.41,0,3,3,3,55,6,1,2,Data Analyst
19,Male,B.Tech,CSE,5.87,1,3,6,5,62,4,2,1,Software Engineer
23,Male,BCA,IT,7.93,1,5,8,5,84,3,3,0,Backend Developer
24,Female,MCA,IT,6.05,2,4,8,6,49,4,2,3,Backend Developer
24,Male,BCA,ECE,7.15,1,4,7,7,68,6,2,0,Backend Developer
19,Male,B.Sc,IT,6.26,1,4,7,3,63,4,2,1,Software Engineer
24,Female,B.Sc,Civil,7.88,2,5,8,4,80,7,3,0,Software Engineer
23,Female,B.Tech,Civil,7.53,0,3,4,5,70,6,1,1,Data Analyst
19,Male,B.Tech,ME,7.46,2,5,8,5,78,6,2,1,Software Engineer
21,Male,B.Tech,ME,7.31,0,4,5,7,77,6,2,0,Data Analyst
18,Female,B.Tech,CSE,6.49,1,3,4,7,58,7,1,2,Software Engineer
20,Female,B.Tech,ECE,6.65,0,4,8,5,64,4,2,0,Backend Developer
18,Male,B.Sc,CSE,7.0,2,4,7,5,82,5,2,0,Backend Developer
22,Male,B.Tech,CSE,6.88,2,5,9,1,71,6,3,1,Software Engineer
20,Male,B.Tech,ECE,7.49,0,4,5,5,73,6,2,0,Backend Developer
19,Female,B.Sc,IT,6.98,2,4,8,5,92,4,3,0,Backend Developer
20,Male,BCA,CSE,6.22,1,4,8,6,76,6,2,1,Backend Developer
23,Male,MCA,Civil,7.88,0,3,3,8,64,4,1,0,Full Stack Developer
24,Male,BCA,IT,6.62,1,4,7,6,66,5,2,0,Backend Developer
19,Male,B.Tech,IT,8.93,1,4,6,5,100,6,2,0,Software Engineer
21,Female,B.Sc,IT,5.48,1,3,6,4,49,6,2,1,Software Engineer
23,Female,B.Sc,ME,6.77,2,4,7,7,71,7,2,0,Frontend Developer
22,Female,BCA,ME,7.42,1,3,3,7,64,6,1,0,Full Stack Developer
18,Female,BCA,CSE,6.26,2,3,5,4,65,6,2,3,Software Engineer
23,Male,BCA,ECE,7.69,0,3,4,6,82,6,2,1,Backend Developer
18,Male,BCA,CSE,6.84,2,5,9,5,68,5,3,0,Backend Developer
22,Female,MCA,CSE,6.03,1,4,7,9,54,5,2,1,Backend Developer
19,Female,BCA,Civil,5.25,1,3,4,7,41,8,1,3,Full Stack Developer
24,Male,B.Tech,ECE,7.93,1,4,6,4,92,5,2,0,Software Engineer
24,Female,BCA,Civil,7.54,0,4,5,8,62,4,2,0,Full Stack Developer
24,Female,MCA,ECE,8.53,1,5,7,6,80,5,2,0,Backend Developer
21,Female,B.Sc,ECE,4.57,0,2,4,7,48,5,1,1,Backend Developer
24,Female,B.Sc,Civil,5.74,2,3,6,4,46,6,2,3,Data Analyst
20,Male,MCA,CSE,6.86,0,4,6,3,89,6,2,0,Software Engineer
24,Male,B.Tech,IT,6.73,0,4,8,3,56,6,2,0,Software Engineer
